Gender,Married,Dependents,Graduated,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanDurationMonths,Credit_Score,Loan_Status,TotalIncome,LoanIncomeRatio,Area_Type_Rural,Area_Type_Semiurban,Area_Type_Urban
1,0,1,0,1,0.3014567266495287,-0.5173577103058005,-0.34108527131782945,0.2732312961117544,1,0,-0.21589808537584743,0.0,1,0,0
1,1,0,0,0,-0.10711225364181662,0.20829252366960496,-0.21705426356589147,0.2732312961117544,1,1,-0.07434999627505029,0.0,0,1,0
1,0,3,0,0,2.1795201371036845,0.7885515290020677,2.0697674418604652,0.2732312961117544,1,0,2.1273560306935857,0.0,1,0,0
1,1,0,0,0,-0.5269922879177378,0.3824137555773207,0.0,0.2732312961117544,1,1,-0.32019667734485585,0.0,0,0,1
1,1,0,0,0,-0.6802056555269923,0.06159538578735445,-0.43410852713178294,0.2732312961117544,0,0,-0.6730239141771586,0.0,0,0,1
0,1,0,0,0,-0.04987146529562982,0.11774948307759277,0.24806201550387597,0.2732312961117544,1,1,-0.08656783133427699,0.0,0,1,0
1,0,0,0,0,0.12116538131962297,1.9826422896941995,0.8682170542635659,0.2732312961117544,1,1,1.775907025255159,0.0,0,0,1
1,0,0,1,0,-0.02210796915167095,0.20872782674937426,-0.27906976744186046,0.2732312961117544,1,1,-0.00014899798852715488,0.0,0,1,0
1,0,0,0,0,-0.0728363324764353,-0.5173577103058005,-0.7441860465116279,0.2732312961117544,1,0,-0.5413096923191537,0.0,0,0,1
1,0,0,0,0,-0.689802913453299,0.01066492545434759,-1.255813953488372,0.2732312961117544,1,1,-0.7162333308500335,0.0,0,0,1
1,1,0,0,0,-0.48414738646101113,-0.5173577103058005,-0.8217054263565892,0.2732312961117544,1,1,-0.8989048647843254,0.0,0,0,1
1,1,0,0,0,0.044044558697514995,0.49951028403525954,0.09302325581395349,0.2732312961117544,1,1,0.25642553825523356,0.0,0,1,0
1,1,0,1,1,0.30248500428449016,-0.5173577103058005,-0.49612403100775193,0.2732312961117544,1,1,-0.2150040974446845,0.0,0,0,1
0,0,0,0,0,-0.1379605826906598,-0.5173577103058005,-0.6201550387596899,0.2732312961117544,1,1,-0.5979289279594725,0.0,0,0,1
1,1,1,0,0,0.6294772922022279,-0.5173577103058005,-1.302325581395349,0.2732312961117544,1,1,0.06928406466512702,0.0,0,0,1
1,1,0,0,0,0.6884318766066838,-0.5173577103058005,0.24806201550387597,0.2732312961117544,1,1,0.1205393727184683,0.0,0,0,1
0,1,0,0,0,-0.4001713796058269,0.980084884100555,-0.12403100775193798,0.2732312961117544,0,0,0.19921031066080608,0.0,0,0,1
0,0,0,0,0,0.06426735218508997,0.4729567961693329,0.24806201550387597,0.2732312961117544,1,1,0.2558295463011249,0.0,0,1,0
0,1,0,1,0,-0.6459297343616109,0.1982805528349113,-0.43410852713178294,0.2732312961117544,1,1,-0.5496535796766744,0.0,0,1,0
0,0,0,0,0,-0.2490145672664953,-0.5173577103058005,-0.12403100775193798,0.2732312961117544,1,1,-0.694479624525069,0.0,0,1,0
0,0,0,0,0,0.143101970865467,-0.5173577103058005,-0.24806201550387597,0.2732312961117544,1,0,-0.35357222677493855,0.0,0,1,0
1,1,2,0,0,0.2754070265638389,-0.5173577103058005,0.09302325581395349,0.2732312961117544,1,0,-0.23854577963197496,0.0,0,0,1
0,1,1,0,1,2.1795201371036845,-0.5173577103058005,2.0697674418604652,0.2732312961117544,0,0,1.8128585264098935,0.0,0,0,1
1,1,2,0,0,-0.37857754927163667,-0.009359016215039722,-0.4806201550387597,0.2732312961117544,1,1,-0.4593607986292185,0.0,0,1,0
1,1,0,0,0,-0.5760068551842331,0.17520948960713897,-0.49612403100775193,0.2732312961117544,1,1,-0.5046561871414736,0.0,0,1,0
1,1,0,0,0,-0.15304198800342758,0.4403090651866362,0.10852713178294573,0.2732312961117544,1,0,0.04455039856961931,0.0,1,0,0
1,1,1,0,0,1.4627249357326477,0.46207421917510066,0.8062015503875969,0.2732312961117544,1,1,1.464203233256351,0.0,0,0,1
1,1,2,1,0,-0.1561268209083119,0.7271737947545979,0.24806201550387597,0.2732312961117544,1,1,0.23824778365492066,0.0,0,0,1
1,1,0,0,0,-0.4498714652956298,1.135052780498422,-0.12403100775193798,0.2732312961117544,1,1,0.26208746181926545,0.0,0,0,1
1,1,3,0,0,-0.2685518423307626,-0.5173577103058005,-0.4496124031007752,0.2732312961117544,1,1,-0.7114653952171646,0.0,0,0,1
1,1,0,1,1,-0.4125107112253642,0.9840026118184786,0.5736434108527132,-2.5228356340985316,0,0,0.19116441928033973,0.0,1,0,0
1,1,1,0,0,0.38817480719794345,-0.5173577103058005,0.0,0.2732312961117544,0,0,-0.14050510318110707,0.0,1,0,0
0,0,0,0,0,0.12116538131962297,-0.5173577103058005,-0.18604651162790697,0.2732312961117544,0,0,-0.37264396930641436,0.0,0,1,0
1,1,0,0,0,0.6558697514995715,1.4828599412340842,2.0155038759689923,0.2732312961117544,1,0,1.4615212694628623,0.0,0,1,0
1,0,0,1,0,-0.2099400171379606,0.4638154314941778,-0.031007751937984496,-2.5228356340985316,0,0,0.011174849139536615,0.0,0,0,1
1,1,1,0,0,2.1795201371036845,-0.5173577103058005,2.0697674418604652,0.2732312961117544,1,1,1.589361543619161,0.0,0,0,1
1,1,3,1,1,1.126820908311911,-0.5173577103058005,-0.046511627906976744,-4.386880254238722,1,1,0.5016762273709305,0.0,0,0,1
0,0,0,0,0,0.16709511568123395,-0.5173577103058005,0.12403100775193798,0.2732312961117544,0,0,-0.33271250838113686,0.0,0,1,0
1,1,0,0,0,-0.20719794344473008,0.8172815322668407,0.6821705426356589,0.2732312961117544,1,1,0.2555315503240706,0.0,0,0,1
1,1,2,1,1,-0.6640959725792631,0.29883556426161717,-0.4806201550387597,0.2732312961117544,1,1,-0.49661029576100724,0.0,0,1,0
1,0,0,0,0,-0.10711225364181662,-0.5173577103058005,-0.7286821705426356,-0.6587910139583409,1,1,-0.5711092900245847,0.0,0,1,0
1,1,3,1,0,0.32305055698371893,-0.5173577103058005,-0.5116279069767442,0.2732312961117544,0,0,-0.1971243388214259,0.0,0,1,0
1,1,3,0,1,0.4982005141388175,0.2548699532049189,0.9147286821705426,0.2732312961117544,1,1,0.4837964687476719,0.0,0,1,0
1,0,0,0,0,-0.021422450728363324,-0.5173577103058005,-0.23255813953488372,2.1372759162519452,1,0,-0.49661029576100724,0.0,0,0,1
1,0,0,0,0,-0.021422450728363324,1.550331918598324,0.7441860465116279,0.2732312961117544,1,0,0.9188705952469641,0.0,0,0,1
1,1,1,0,1,-0.9640102827763496,0.7981281967569921,-0.27906976744186046,0.2732312961117544,1,0,-0.41555539000223496,0.0,0,0,1
1,1,3,0,0,-0.22125107112253642,1.223854608771357,0.8062015503875969,-0.6587910139583409,0,0,0.5216419578335693,0.0,0,1,0
1,1,3,1,1,-0.16435304198800343,0.42550876047448033,0.031007751937984496,0.2732312961117544,1,1,0.024584668106980557,0.0,0,1,0
0,0,0,0,0,0.011482433590402743,-0.5173577103058005,-0.26356589147286824,0.2732312961117544,1,1,-0.46800268196379347,0.0,0,1,0
1,1,1,0,1,-0.48586118251928023,-0.5173577103058005,0.0,0.2732312961117544,1,1,-0.900394844669597,0.0,0,1,0
0,1,2,0,0,-0.8344473007712082,0.30144738274023286,0.6046511627906976,0.2732312961117544,1,0,-0.6429263204946734,0.0,0,0,1
1,1,0,0,0,0.7497857754927164,0.46207421917510066,2.0697674418604652,0.2732312961117544,1,0,0.8443716009833867,0.0,0,1,0
1,1,1,0,0,0.060154241645244216,-0.5173577103058005,-1.2093023255813953,-1.5908133240284363,1,1,-0.4256872532220815,0.0,0,0,1
1,0,0,0,0,-0.4958011996572408,0.5843943845902709,0.12403100775193798,0.2732312961117544,1,1,-0.15480891007971392,0.0,0,1,0
1,1,2,1,0,-0.16435304198800343,0.3532484492327783,-0.4496124031007752,0.2732312961117544,1,1,-0.024882664084034865,0.0,0,1,0
1,1,0,0,0,-0.4498714652956298,0.40461421264555447,-0.37209302325581395,0.2732312961117544,1,1,-0.23794978767786634,0.0,0,1,0
1,0,0,0,0,1.6293059125964011,-0.5173577103058005,1.2713178294573644,0.2732312961117544,1,1,0.9385383297325486,0.0,0,0,1
1,1,0,0,0,0.6452442159383034,1.2965502230928283,0.7286821705426356,0.2732312961117544,1,1,1.324741115994934,0.0,0,1,0
1,1,0,0,0,-0.2928877463581834,0.7450212210251388,0.046511627906976744,0.2732312961117544,1,1,0.13156522386947775,0.0,0,1,0
1,1,2,0,0,0.8354755784061697,1.9438459027097617,0.9302325581395349,-2.5228356340985316,1,1,1.9332489011398346,0.0,0,1,0
1,1,2,1,0,-0.1849185946872322,0.2748938948743062,-0.7286821705426356,0.2732312961117544,1,1,-0.0964016985770692,0.0,0,0,1
1,0,0,0,0,0.10985432733504713,-0.5173577103058005,-0.09302325581395349,0.2732312961117544,1,1,-0.3824778365492066,0.0,0,1,0
1,0,0,1,0,-0.06598114824335904,-0.5173577103058005,-1.5968992248062015,-3.4548579441686273,1,1,-0.5353497727780675,0.0,0,1,0
1,0,0,0,0,1.0178234790059983,-0.5173577103058005,0.0,0.2732312961117544,1,0,0.40691350666765996,0.0,0,0,1
0,1,0,0,0,-0.45535561268209085,0.4847099793231037,0.13953488372093023,0.2732312961117544,1,1,-0.1878864635327423,0.0,0,1,0
1,1,0,0,0,-0.6291345329905741,-0.08336053977581892,-1.2093023255813953,0.2732312961117544,1,1,-0.7278551739551516,0.0,0,1,0
1,1,0,1,0,0.12870608397600686,-0.5173577103058005,-0.20155038759689922,-2.5228356340985316,1,1,-0.36608805781121956,0.0,0,1,0
1,1,0,0,0,-0.7038560411311054,1.0240504951572533,0.046511627906976744,0.2732312961117544,1,1,-0.03471653132682709,0.0,0,1,0
1,1,2,1,0,0.16298200514138816,0.9030362389813908,0.07751937984496124,-2.5228356340985316,1,1,0.6360724130224242,0.0,0,0,1
1,0,0,0,0,0.3532133676092545,1.139405811296115,0.35658914728682173,0.2732312961117544,1,1,0.9632719958280563,0.0,0,1,0
1,1,0,0,0,2.1795201371036845,-0.5173577103058005,0.0,0.2732312961117544,1,1,2.1273560306935857,0.0,0,0,1
1,1,0,0,0,0.2877463581833762,1.0423332245075634,0.0,0.2732312961117544,1,1,0.839901661327572,0.0,0,1,0
1,2,0,0,0,0.001199657240788346,-0.18913918815975622,0.49612403100775193,0.2732312961117544,1,1,-0.25225359457647323,0.0,0,0,1
1,1,1,0,0,-0.26066838046272495,-0.06899553814343236,-0.43410852713178294,0.2732312961117544,1,1,-0.3976756313789764,0.0,0,0,1
1,1,2,0,0,2.1795201371036845,-0.027206442485580587,1.503875968992248,0.2732312961117544,1,1,2.1236683304775386,0.0,0,0,1
1,0,0,1,0,1.2066838046272494,-0.5173577103058005,-0.12403100775193798,0.2732312961117544,1,0,0.5711092900245847,0.0,1,0,0
1,1,2,0,0,-0.004284490145672665,1.0497333768636412,1.3643410852713178,0.2732312961117544,0,0,0.5910750204872234,0.0,0,0,1
1,1,3,1,0,-0.5969151670951157,-0.18913918815975622,-0.5271317829457365,2.1372759162519452,1,1,-0.7722565745362437,0.0,0,1,0
1,0,0,0,0,0.5153384747215082,-0.5173577103058005,0.12403100775193798,0.2732312961117544,1,1,-0.029948595693958132,0.0,0,0,1
0,1,0,0,0,-0.30282776349614393,0.4982043747959517,0.17054263565891473,0.2732312961117544,1,1,-0.04604037845489086,0.0,0,1,0
1,1,0,1,0,-0.08243359040274208,1.273479159865056,0.37209302325581395,0.2732312961117544,0,0,0.676301869924756,0.0,1,0,0
0,0,1,0,1,1.2471293916023993,-0.5173577103058005,0.0,0.2732312961117544,1,1,0.6062728153169932,0.0,0,1,0
1,0,0,0,0,0.4241645244215938,-0.5173577103058005,-0.15503875968992248,0.2732312961117544,1,1,-0.10921552559040452,0.0,0,1,0
1,1,1,0,0,2.1795201371036845,-0.5173577103058005,0.8837209302325582,-2.5228356340985316,1,1,2.1273560306935857,0.0,1,0,0
0,1,0,0,0,-0.22125107112253642,0.47643922080748724,0.40310077519379844,0.2732312961117544,1,1,0.009982865231319377,0.0,0,1,0
1,1,1,0,0,-0.5479005998286204,0.09119599521166612,-0.6666666666666666,0.2732312961117544,1,1,-0.537733740594502,0.0,0,0,1
1,1,0,0,0,0.601713796058269,0.4150614865600174,0.7286821705426356,0.2732312961117544,1,0,0.6834537733740594,0.0,1,0,0
0,0,0,0,0,2.1795201371036845,-0.5173577103058005,2.0310077519379846,0.2732312961117544,1,1,1.4874469194665871,0.0,0,0,1
1,1,0,0,0,0.6356469580119966,0.6435956034388943,0.8062015503875969,0.2732312961117544,1,1,0.8694032630559487,0.0,1,0,0
0,0,0,0,0,0.12116538131962297,-0.5173577103058005,-1.302325581395349,0.2732312961117544,1,1,-0.37264396930641436,0.0,0,1,0
0,0,0,0,0,-0.574293059125964,1.9826422896941995,0.13953488372093023,0.2732312961117544,0,1,1.6987260671980928,0.0,0,1,0
1,1,2,0,0,-0.2932305055698372,-0.5173577103058005,-0.7286821705426356,0.2732312961117544,1,1,-0.7329211055650748,0.0,0,1,0
1,1,0,1,0,0.16709511568123395,0.35934269234954835,1.0232558139534884,0.2732312961117544,1,1,0.267451389406243,0.0,1,0,0
0,0,0,0,0,-0.04130248500428449,-0.5173577103058005,-0.5426356589147286,0.2732312961117544,1,1,-0.5138940624301572,0.0,1,0,0
1,1,3,0,0,2.1795201371036845,-0.5173577103058005,2.0697674418604652,0.2732312961117544,1,1,2.1273560306935857,0.0,1,0,0
1,0,0,0,0,0.017994858611825194,0.19653934051583416,0.0,0.2732312961117544,1,1,0.026372643969306414,0.0,1,0,0
1,1,1,0,1,2.1795201371036845,1.1585591468059637,0.49612403100775193,-2.5228356340985316,0,0,2.1273560306935857,0.0,0,0,1
1,1,0,0,0,0.7772065124250214,0.600935901621504,0.8372093023255814,0.2732312961117544,1,0,0.9632719958280563,0.0,1,0,0
1,0,0,0,1,2.1795201371036845,-0.5173577103058005,2.0697674418604652,2.1372759162519452,1,1,2.1273560306935857,0.0,0,0,1
1,0,0,0,0,-0.616452442159383,0.3223419305691588,-0.8372093023255814,0.2732312961117544,1,1,-0.43909707218952543,0.0,0,0,1
1,0,0,0,0,-0.3751499571550985,-0.5173577103058005,-0.8992248062015504,0.2732312961117544,1,1,-0.8041421440810549,0.0,0,1,0
1,1,0,0,1,-0.12116538131962297,-0.5173577103058005,-1.5968992248062015,-3.4548579441686273,1,1,-0.5833271250838113,0.0,0,1,0
1,0,0,0,0,0.37103684661525277,-0.5173577103058005,-0.40310077519379844,0.2732312961117544,1,1,-0.15540490203382254,0.0,0,1,0
1,1,3,0,0,0.06426735218508997,1.9826422896941995,2.0697674418604652,0.2732312961117544,1,0,1.887357520673471,0.0,0,1,0
0,1,0,0,0,0.2640959725792631,-0.5173577103058005,-0.6821705426356589,0.2732312961117544,1,0,-0.24837964687476718,0.0,1,0,0
1,1,2,0,1,-0.17017994858611826,1.0062030688867123,-0.6201550387596899,0.2732312961117544,1,1,0.4170453698875065,0.0,0,0,1
1,0,0,0,0,2.1795201371036845,-0.5173577103058005,1.7674418604651163,0.2732312961117544,0,0,2.1273560306935857,0.0,0,1,0
1,1,2,1,0,0.1328191945158526,0.10512569376428338,0.015503875968992248,0.2732312961117544,1,0,0.06362214110109514,0.0,1,0,0
1,1,2,0,0,0.4214224507283633,0.38937860485362935,0.8837209302325582,0.2732312961117544,1,0,0.5091261267972882,0.0,1,0,0
1,0,0,0,0,0.5499571550985433,-0.5173577103058005,0.6201550387596899,0.2732312961117544,1,1,0.00014899798852715488,0.0,0,0,1
1,0,0,0,1,1.075407026563839,-0.5173577103058005,0.7286821705426356,-2.5228356340985316,1,1,0.456976830812784,0.0,0,1,0
1,1,0,0,0,-0.3820051413881748,0.36804875394493414,-0.09302325581395349,0.2732312961117544,1,1,-0.20397824629367503,0.0,0,1,0
1,1,2,0,0,2.1795201371036845,-0.5173577103058005,0.9147286821705426,-2.5228356340985316,1,1,1.8894434925128512,0.0,0,0,1
0,1,0,0,0,-0.508140531276778,1.4354119055392316,-0.43410852713178294,0.2732312961117544,1,1,0.4170453698875065,0.0,0,1,0
0,1,2,0,0,2.1795201371036845,-0.5173577103058005,-0.8992248062015504,0.2732312961117544,1,1,2.1273560306935857,0.0,0,0,1
1,1,1,0,0,-0.7796058269065981,0.10294917836543693,-1.5193798449612403,0.2732312961117544,1,1,-0.731133129702749,0.0,0,0,1
0,0,0,0,0,2.120822622107969,0.20785722058983566,1.503875968992248,0.2732312961117544,1,0,1.8623258586009088,0.0,1,0,0
1,1,0,0,0,0.35904027420736934,-0.15605615409729023,-0.046511627906976744,0.2732312961117544,1,1,0.08150189972435372,0.0,0,1,0
1,0,0,0,0,0.8447300771208226,-0.5173577103058005,-0.15503875968992248,0.2732312961117544,0,0,0.25642553825523356,0.0,1,0,0
1,1,0,0,1,-0.4234790059982862,1.1150288388290348,0.37209302325581395,0.2732312961117544,1,1,0.27132533710794904,0.0,1,0,0
1,0,0,0,0,1.8349614395886888,-0.5173577103058005,1.7984496124031009,0.2732312961117544,1,0,1.1173359159651344,0.0,0,0,1
1,1,2,1,0,-0.5249357326478149,-0.5173577103058005,-0.23255813953488372,0.2732312961117544,1,0,-0.9343663860537883,0.0,1,0,0
1,0,0,0,0,-0.19143101970865467,-0.5173577103058005,-1.2093023255813953,0.2732312961117544,1,1,-0.6444163003799449,0.0,0,0,1
1,1,3,0,0,2.1795201371036845,-0.5173577103058005,2.0697674418604652,-2.5228356340985316,0,1,2.1273560306935857,0.0,0,1,0
1,1,1,0,0,0.7497857754927164,-0.5173577103058005,0.49612403100775193,0.2732312961117544,1,1,0.17388065261118976,0.0,1,0,0
1,1,1,0,0,1.9624678663239075,-0.5173577103058005,0.9147286821705426,0.2732312961117544,1,1,1.2281904194293376,0.0,0,0,1
1,0,0,0,0,-0.2853470437017995,0.38937860485362935,-0.12403100775193798,0.2732312961117544,1,1,-0.10534157788869851,0.0,1,0,0
1,1,0,0,0,0.2640959725792631,1.9312221133964522,1.9689922480620154,0.2732312961117544,1,1,1.4278477240557252,0.0,0,1,0
1,1,0,1,0,-0.6682090831191089,-0.06420720426597018,-0.46511627906976744,0.2732312961117544,1,1,-0.7487148923489533,0.0,0,1,0
1,1,0,0,0,1.4123393316195372,-0.5173577103058005,2.0697674418604652,0.2732312961117544,1,0,0.7499068762571706,0.0,0,0,1
1,1,1,0,0,-0.24798628963153385,0.039830231798889976,-0.10852713178294573,0.2732312961117544,0,0,-0.3121507859643895,0.0,0,1,0
1,1,2,0,0,0.12150814053127677,0.1125258461203613,0.46511627906976744,0.2732312961117544,1,1,0.05885420546822618,0.0,1,0,0
1,1,0,0,0,1.8887746358183377,-0.5173577103058005,-0.8217054263565892,-2.5228356340985316,1,1,1.1641212843626612,0.0,0,0,1
1,1,0,0,0,-0.03616109682947729,0.8608118402437698,0.8372093023255814,0.2732312961117544,1,1,0.4340311405796022,0.0,1,0,0
0,1,0,0,0,0.2640959725792631,-0.5173577103058005,-0.24806201550387597,0.2732312961117544,1,0,-0.24837964687476718,0.0,1,0,0
1,1,0,0,0,-0.47077977720651243,0.9335074545652411,0.015503875968992248,0.2732312961117544,1,1,0.10593756984280712,0.0,1,0,0
1,0,0,0,0,-0.5400171379605827,-0.5173577103058005,-1.0077519379844961,2.1372759162519452,0,0,-0.9474782090441779,0.0,0,1,0
1,1,2,0,0,1.4353041988003428,-0.5173577103058005,1.1162790697674418,0.2732312961117544,1,1,0.7698726067198093,0.0,0,1,0
1,1,0,1,0,-0.6829477292202228,0.25269343780607245,-0.5116279069767442,0.2732312961117544,1,1,-0.5445876480667511,0.0,1,0,0
1,1,3,0,0,2.1795201371036845,-0.5173577103058005,2.0697674418604652,-0.6587910139583409,1,1,2.1273560306935857,0.0,0,0,1
1,1,3,1,0,-0.09957155098543273,-0.5173577103058005,-0.7286821705426356,-2.5228356340985316,1,0,-0.5645533785293898,0.0,1,0,0
1,1,0,0,0,0.6497000856898029,1.9312221133964522,0.9147286821705426,0.2732312961117544,1,1,1.7630931982418236,0.0,0,1,0
1,1,0,1,1,0.18217652099400172,-0.19697464359560343,-0.6356589147286822,0.2732312961117544,1,0,-0.10027564627877524,0.0,0,1,0
1,1,0,0,0,-0.10814053127677806,0.3375775383610839,-0.18604651162790697,0.2732312961117544,1,1,0.013260820978916784,0.0,1,0,0
1,1,2,0,0,-0.6058269065981148,0.18739797584067908,-0.4186046511627907,0.2732312961117544,1,1,-0.5222379497876779,0.0,1,0,0
1,1,3,0,0,0.5838903170522708,1.9826422896941995,2.0697674418604652,0.2732312961117544,0,0,2.1273560306935857,0.0,0,1,0
1,1,1,0,0,-0.021422450728363324,-0.5173577103058005,-0.18604651162790697,0.2732312961117544,1,1,-0.49661029576100724,0.0,0,1,0
1,0,0,1,0,-0.5071122536418167,0.11426705843943846,-0.40310077519379844,2.1372759162519452,0,0,-0.4864784325411607,0.0,0,0,1
1,1,1,0,0,0.8868894601542416,1.9826422896941995,0.8062015503875969,0.2732312961117544,0,0,2.1273560306935857,0.0,0,0,1
1,0,0,0,0,-0.6500428449014567,1.6865817825661116,-0.9457364341085271,0.2732312961117544,1,0,0.465618714147359,0.0,1,0,0
1,1,0,0,0,0.2699228791773779,-0.5173577103058005,-0.8527131782945736,-2.5228356340985316,1,1,-0.24331371526484394,0.0,0,1,0
1,1,1,0,0,2.1795201371036845,-0.5173577103058005,2.046511627906977,0.2732312961117544,1,0,2.1273560306935857,0.0,0,1,0
0,1,0,0,0,-0.06426735218508997,-0.5173577103058005,-0.31007751937984496,0.2732312961117544,1,1,-0.533859792892796,0.0,0,1,0
1,1,0,0,1,2.1795201371036845,1.550331918598324,-0.12403100775193798,0.2732312961117544,1,1,2.1273560306935857,0.0,0,1,0
1,1,1,0,1,-0.5602399314481576,-0.5173577103058005,-0.9612403100775194,-0.6587910139583409,0,0,-0.9650599716903822,0.0,1,0,0
1,1,0,0,0,-0.489974293059126,0.41332027424094026,-1.0852713178294573,0.2732312961117544,1,1,-0.2668553974521344,0.0,1,0,0
1,1,0,0,1,-1.0757497857754927,1.788007400152356,0.6201550387596899,0.2732312961117544,1,1,0.16494077329956044,0.0,1,0,0
1,1,0,0,0,1.8904884318766066,-0.5173577103058005,0.9302325581395349,-2.5228356340985316,1,1,1.1656112642479326,0.0,1,0,0
1,0,0,1,0,0.3676092544987147,-0.5173577103058005,-1.2403100775193798,0.2732312961117544,1,1,-0.15838486180436565,0.0,1,0,0
1,0,0,0,0,2.1795201371036845,-0.5173577103058005,0.5581395348837209,0.2732312961117544,1,0,1.9618565149370484,0.0,0,1,0
1,1,0,1,0,0.7610968294772922,-0.5173577103058005,0.49612403100775193,0.2732312961117544,1,0,0.18371451985398196,0.0,0,0,1
1,0,0,0,0,0.0155955441302485,-0.5173577103058005,-0.8062015503875969,0.2732312961117544,1,1,-0.46442673023914177,0.0,0,1,0
